x,y,z,Bx,By,Bz
0.0,-0.0,-0.0,-0.0,-0.0018419132408598671,-0.0
0.0008054108216432866,-0.0,-0.0,-0.0,-0.0018717021375414331,-0.0
0.0016108216432865732,-0.0,-0.0,-0.0,-0.0019021335835350329,-0.0
0.0024162324649298597,-0.0,-0.0,-0.0,-0.001933232004630554,-0.0
0.0032216432865731465,-0.0,-0.0,-0.0,-0.001965012466571352,-0.0
0.004027054108216433,-0.0,-0.0,-0.0,-0.0019974897992869954,-0.0
0.0048324649298597195,-0.0,-0.0,-0.0,-0.0020306945862830616,-0.0
0.005637875751503006,-0.0,-0.0,-0.0,-0.0020646381194455894,-0.0
0.006443286573146293,-0.0,-0.0,-0.0,-0.002099342175752099,-0.0
0.00724869739478958,-0.0,-0.0,-0.0,-0.0021348297020449534,-0.0
0.008054108216432865,-0.0,-0.0,-0.0,-0.0021711266616694044,-0.0
0.008859519038076153,-0.0,-0.0,-0.0,-0.0022082473909176767,-0.0
0.009664929859719439,-0.0,-0.0,-0.0,-0.002246227163595904,-0.0
0.010470340681362727,-0.0,-0.0,-0.0,-0.002285077733831713,-0.0
0.011275751503006012,-0.0,-0.0,-0.0,-0.0023248328041518104,-0.0
0.0120811623246493,-0.0,-0.0,-0.0,-0.002365514174052805,-0.0
0.012886573146292586,-0.0,-0.0,-0.0,-0.002407159370231966,-0.0
0.013691983967935872,-0.0,-0.0,-0.0,-0.002449783351839869,-0.0
0.01449739478957916,-0.0,-0.0,-0.0,-0.0024934237086199572,-0.0
0.015302805611222445,-0.0,-0.0,-0.0,-0.0025381094059412136,-0.0
0.01610821643286573,-0.0,-0.0,-0.0,-0.002583872264258389,-0.0
0.01691362725450902,-0.0,-0.0,-0.0,-0.0026307404678664165,-0.0
0.017719038076152306,-0.0,-0.0,-0.0,-0.0026787537056225117,-0.0
0.018524448897795594,-0.0,-0.0,-0.0,-0.0027279453807568643,-0.0
0.019329859719438878,-0.0,-0.0,-0.0,-0.002778349586333206,-0.0
0.020135270541082165,-0.0,-0.0,-0.0,-0.002830006848089397,-0.0
0.020940681362725453,-0.0,-0.0,-0.0,-0.0028829537211277055,-0.0
0.021746092184368737,-0.0,-0.0,-0.0,-0.0029372309774771564,-0.0
0.022551503006012025,-0.0,-0.0,-0.0,-0.002992883658444043,-0.0
0.023356913827655312,-0.0,-0.0,-0.0,-0.003049952462024521,-0.0
0.0241623246492986,-0.0,-0.0,-0.0,-0.0031084846285011733,-0.0
0.024967735470941884,-0.0,-0.0,-0.0,-0.003168532135787245,-0.0
0.02577314629258517,-0.0,-0.0,-0.0,-0.0032301343063591043,-0.0
0.02657855711422846,-0.0,-0.0,-0.0,-0.0032933499964201474,-0.0
0.027383967935871743,-0.0,-0.0,-0.0,-0.003358227709359198,-0.0
0.02818937875751503,-0.0,-0.0,-0.0,-0.003424831022057333,-0.0
0.02899478957915832,-0.0,-0.0,-0.0,-0.0034932014089281435,-0.0
0.029800200400801606,-0.0,-0.0,-0.0,-0.003563415620155865,-0.0
0.03060561122244489,-0.0,-0.0,-0.0,-0.0036355232753339808,-0.0
0.03141102204408818,-0.0,-0.0,-0.0,-0.003709594991742051,-0.0
0.03221643286573146,-0.0,-0.0,-0.0,-0.0037856995473703136,-0.0
0.03302184368737475,-0.0,-0.0,-0.0,-0.003863905475664069,-0.0
0.03382725450901804,-0.0,-0.0,-0.0,-0.0039442842557764375,-0.0
0.034632665330661325,-0.0,-0.0,-0.0,-0.004026908831838227,-0.0
0.03543807615230461,-0.0,-0.0,-0.0,-0.004111870967426512,-0.0
0.0362434869739479,-0.0,-0.0,-0.0,-0.004199244163683033,-0.0
0.03704889779559119,-0.0,-0.0,-0.0,-0.004289113211925723,-0.0
0.03785430861723447,-0.0,-0.0,-0.0,-0.004381574070612259,-0.0
0.038659719438877756,-0.0,-0.0,-0.0,-0.004476720876264152,-0.0
0.03946513026052104,-0.0,-0.0,-0.0,-0.0045746485660492905,-0.0
0.04027054108216433,-0.0,-0.0,-0.0,-0.004675456599106837,-0.0
0.04107595190380762,-0.0,-0.0,-0.0,-0.004779262826850754,-0.0
0.041881362725450906,-0.0,-0.0,-0.0,-0.004886170710778969,-0.0
0.042686773547094194,-0.0,-0.0,-0.0,-0.0049962990868152694,-0.0
0.043492184368737474,-0.0,-0.0,-0.0,-0.005109774029369874,-0.0
0.04429759519038076,-0.0,-0.0,-0.0,-0.005226719432175742,-0.0
0.04510300601202405,-0.0,-0.0,-0.0,-0.005347271830432874,-0.0
0.04590841683366734,-0.0,-0.0,-0.0,-0.005471573100367095,-0.0
0.046713827655310625,-0.0,-0.0,-0.0,-0.00559976755099342,-0.0
0.04751923847695391,-0.0,-0.0,-0.0,-0.00573201155395509,-0.0
0.0483246492985972,-0.0,-0.0,-0.0,-0.005868466351057577,-0.0
0.04913006012024048,-0.0,-0.0,-0.0,-0.006009297680684539,-0.0
0.04993547094188377,-0.0,-0.0,-0.0,-0.006154686636873521,-0.0
0.050740881763527056,-0.0,-0.0,-0.0,-0.006304821208577778,-0.0
0.05154629258517034,-0.0,-0.0,-0.0,-0.006459894667277695,-0.0
0.05235170340681363,-0.0,-0.0,-0.0,-0.006620110225703683,-0.0
0.05315711422845692,-0.0,-0.0,-0.0,-0.006785691164368472,-0.0
0.053962525050100206,-0.0,-0.0,-0.0,-0.0069568548088136594,-0.0
0.05476793587174349,-0.0,-0.0,-0.0,-0.007133848099256284,-0.0
0.055573346693386774,-0.0,-0.0,-0.0,-0.007316917181124154,-0.0
0.05637875751503006,-0.0,-0.0,-0.0,-0.007506327037917799,-0.0
0.05718416833667335,-0.0,-0.0,-0.0,-0.0077023564080445795,-0.0
0.05798957915831664,-0.0,-0.0,-0.0,-0.007905297041834274,-0.0
0.058794989979959925,-0.0,-0.0,-0.0,-0.00811546058001113,-0.0
0.05960040080160321,-0.0,-0.0,-0.0,-0.008333166118027292,-0.0
0.06040581162324649,-0.0,-0.0,-0.0,-0.008558762835709785,-0.0
0.06121122244488978,-0.0,-0.0,-0.0,-0.008792608222502166,-0.0
0.06201663326653307,-0.0,-0.0,-0.0,-0.009035086572548607,-0.0
0.06282204408817636,-0.0,-0.0,-0.0,-0.009286600531813747,-0.0
0.06362745490981964,-0.0,-0.0,-0.0,-0.009547579224818036,-0.0
0.06443286573146292,-0.0,-0.0,-0.0,-0.009818471234284516,-0.0
0.06523827655310621,-0.0,-0.0,-0.0,-0.01009975779812521,-0.0
0.0660436873747495,-0.0,-0.0,-0.0,-0.01039194041626615,-0.0
0.06684909819639279,-0.0,-0.0,-0.0,-0.010695552442957706,-0.0
0.06765450901803607,-0.0,-0.0,-0.0,-0.011011167102187755,-0.0
0.06845991983967936,-0.0,-0.0,-0.0,-0.011339382716068939,-0.0
0.06926533066132265,-0.0,-0.0,-0.0,-0.011680837060448538,-0.0
0.07007074148296594,-0.0,-0.0,-0.0,-0.012036209424113622,-0.0
0.07087615230460922,-0.0,-0.0,-0.0,-0.012406218530486512,-0.0
0.07168156312625251,-0.0,-0.0,-0.0,-0.012791630651045124,-0.0
0.0724869739478958,-0.0,-0.0,-0.0,-0.01319325795604527,-0.0
0.07329238476953909,-0.0,-0.0,-0.0,-0.013611968252589576,-0.0
0.07409779559118237,-0.0,-0.0,-0.0,-0.014048685881753044,-0.0
0.07490320641282565,-0.0,-0.0,-0.0,-0.014504393227944092,-0.0
0.07570861723446894,-0.0,-0.0,-0.0,-0.01498013844826346,-0.0
0.07651402805611222,-0.0,-0.0,-0.0,-0.015477043667124235,-0.0
0.07731943887775551,-0.0,-0.0,-0.0,-0.015996304583859457,-0.0
0.0781248496993988,-0.0,-0.0,-0.0,-0.016539200251318106,-0.0
0.07893026052104209,-0.0,-0.0,-0.0,-0.01710709892307932,-0.0
0.07973567134268537,-0.0,-0.0,-0.0,-0.017701467344631964,-0.0
0.08054108216432866,-0.0,-0.0,-0.0,-0.018323873042500053,-0.0
0.08134649298597195,-0.0,-0.0,-0.0,-0.01897600243049965,-0.0
0.08215190380761524,-0.0,-0.0,-0.0,-0.01965966299030697,-0.0
0.08295731462925852,-0.0,-0.0,-0.0,-0.020376794850126313,-0.0
0.08376272545090181,-0.0,-0.0,-0.0,-0.021129488510778175,-0.0
0.0845681362725451,-0.0,-0.0,-0.0,-0.021919989867164986,-0.0
0.08537354709418839,-0.0,-0.0,-0.0,-0.022750722370765288,-0.0
0.08617895791583166,-0.0,-0.0,-0.0,-0.02362429692133446,-0.0
0.08698436873747495,-0.0,-0.0,-0.0,-0.024543533039905013,-0.0
0.08778977955911824,-0.0,-0.0,-0.0,-0.02551147636888345,-0.0
0.08859519038076152,-0.0,-0.0,-0.0,-0.026531422151529115,-0.0
0.08940060120240481,-0.0,-0.0,-0.0,-0.027606941771482523,-0.0
0.0902060120240481,-0.0,-0.0,-0.0,-0.028741903230184107,-0.0
0.09101142284569139,-0.0,-0.0,-0.0,-0.02994050616041932,-0.0
0.09181683366733467,-0.0,-0.0,-0.0,-0.031207315417013885,-0.0
0.09262224448897796,-0.0,-0.0,-0.0,-0.03254729882606625,-0.0
0.09342765531062125,-0.0,-0.0,-0.0,-0.033965864042256724,-0.0
0.09423306613226454,-0.0,-0.0,-0.0,-0.03546891638085071,-0.0
0.09503847695390782,-0.0,-0.0,-0.0,-0.037062901138051524,-0.0
0.09584388777555111,-0.0,-0.0,-0.0,-0.03875487414923555,-0.0
0.0966492985971944,-0.0,-0.0,-0.0,-0.04055255799041333,-0.0
0.09745470941883767,-0.0,-0.0,-0.0,-0.042464432976557866,-0.0
0.09826012024048096,-0.0,-0.0,-0.0,-0.04449981245361414,-0.0
0.09906553106212425,-0.0,-0.0,-0.0,-0.046668945625388,-0.0
0.09987094188376754,-0.0,-0.0,-0.0,-0.04898313579578825,-0.0
0.10067635270541082,-0.0,-0.0,-0.0,-0.051454861344573145,-0.0
0.10148176352705411,-0.0,-0.0,-0.0,-0.05409792797268892,-0.0
0.1022871743486974,-0.0,-0.0,-0.0,-0.056927637142616734,-0.0
0.10309258517034069,-0.0,-0.0,-0.0,-0.05996097927738447,-0.0
0.10389799599198397,-0.0,-0.0,-0.0,-0.06321686006613163,-0.0
0.10470340681362726,-0.0,-0.0,-0.0,-0.06671635968898044,-0.0
0.10550881763527055,-0.0,-0.0,-0.0,-0.0704830333987411,-0.0
